MODEL,EPOCH,TRAINACC,TRAINLOSS,TESTACC,TESTLOSS,TIME,TRAINPRECISION,TRAINRECALL,TRAINF1SCORE,TESTPRECISION,TESTRECALL,TESTF1SCORE,TRAINAUC,TESTAUC
GaborNN7Layer,155,0.863216648,0.002413207,0.752,0.005438257,54.16000102,0.947336734,0.76889819,0.848841251,0.833089636,0.626423677,0.715124786,0.863545995,0.751575569
GaborNN7Layer,156,0.864870452,0.002336326,0.759666667,0.005219522,53.5177703,0.948687181,0.772055803,0.851306035,0.842303892,0.634929088,0.724060794,0.865669619,0.758533143
GaborNN7Layer,157,0.864319184,0.002371024,0.761,0.005220117,53.95546579,0.952606814,0.76909819,0.851072831,0.847804424,0.635042774,0.726159882,0.865363647,0.760320407
GaborNN7Layer,158,0.863561191,0.002358254,0.760666667,0.005312148,54.60753461,0.947211321,0.770792242,0.849943683,0.848144306,0.63341389,0.725218065,0.864149622,0.759573974
GaborNN7Layer,159,0.866386439,0.002352177,0.751,0.005436,54.81984843,0.950618149,0.775938255,0.854441808,0.829925372,0.628470705,0.715284129,0.867891643,0.749847552
GaborNN7Layer,160,0.865490628,0.002326777,0.757,0.005350647,54.39693005,0.954859665,0.768488986,0.851596843,0.83898465,0.635587444,0.723258105,0.86614263,0.756001496
GaborNN7Layer,161,0.861356119,0.002408671,0.760666667,0.005472353,54.22301934,0.9468369,0.767441469,0.847752518,0.84114579,0.646138208,0.730857636,0.862369525,0.762170959
GaborNN7Layer,162,0.865283903,0.002390753,0.758,0.005288456,54.56610888,0.952202227,0.770924859,0.852028122,0.84854895,0.630391481,0.723380088,0.866136759,0.757970874
GaborNN7Layer,163,0.860598126,0.002412936,0.757666667,0.005551087,53.83670441,0.945181014,0.766537453,0.846537162,0.85142582,0.629075602,0.723553793,0.861595243,0.758808575
GaborNN7Layer,164,0.867833517,0.002344163,0.752666667,0.00529442,53.78823468,0.954474562,0.773899508,0.85475408,0.841221473,0.624657656,0.716942377,0.86854366,0.753269604
GaborNN7Layer,165,0.865904079,0.00239868,0.767,0.005283177,54.16007867,0.949443287,0.773015975,0.852194121,0.855337521,0.640908236,0.732757783,0.866076778,0.766511277
GaborNN7Layer,166,0.862941014,0.002391357,0.752666667,0.005472383,53.82179048,0.949359898,0.766665977,0.848287831,0.834195029,0.63407557,0.720497555,0.863145772,0.753217614
GaborNN7Layer,167,0.863836825,0.002385555,0.751333333,0.005683462,54.02927965,0.95295082,0.766747651,0.849768509,0.843608854,0.613892602,0.710647982,0.864720439,0.749252261
GaborNN7Layer,168,0.864870452,0.002400636,0.760333333,0.005637225,53.67989455,0.949432665,0.7717264,0.851405622,0.827971478,0.659273332,0.734054692,0.865400138,0.76160211
GaborNN7Layer,169,0.86542172,0.00237469,0.748333333,0.005217372,53.92993767,0.953341608,0.770729244,0.85236434,0.823478886,0.628727652,0.713044505,0.866684654,0.747673056
GaborNN7Layer,170,0.868384785,0.002358381,0.741333333,0.005455119,53.50417914,0.95087523,0.778567145,0.856137474,0.816029579,0.616492743,0.702364363,0.869381465,0.739508393
GaborNN7Layer,171,0.867213341,0.002328907,0.762333333,0.005441545,53.41707345,0.949407062,0.778268917,0.855361787,0.833346861,0.652825344,0.73212236,0.868553477,0.761455458
GaborNN7Layer,172,0.864388093,0.002343267,0.758333333,0.005434463,53.66302838,0.953576243,0.766097032,0.849617122,0.852405944,0.623466325,0.720179398,0.864961465,0.758459072
GaborNN7Layer,173,0.868040243,0.002361061,0.76,0.005182831,54.60770556,0.955868743,0.772982901,0.854752571,0.842493985,0.632745363,0.722708709,0.868608131,0.758788553
GaborNN7Layer,174,0.867282249,0.002353071,0.759,0.005268048,53.96640065,0.951658632,0.774192118,0.853801074,0.837667866,0.641098132,0.726318167,0.867520421,0.758128766
GaborNN7Layer,175,0.862045204,0.002407823,0.757,0.005572268,53.06905008,0.94707939,0.767499744,0.847885262,0.841026693,0.636645041,0.724701517,0.862295276,0.757409534
GaborNN7Layer,176,0.867282249,0.002352653,0.762666667,0.004998509,54.49358565,0.953318723,0.773025746,0.853757671,0.842707813,0.646644434,0.7317709,0.867535927,0.763626459
GaborNN7Layer,177,0.861907387,0.002422304,0.766333333,0.005283891,53.54226888,0.946924526,0.766706768,0.847339151,0.850196594,0.649875485,0.7366605,0.862279102,0.767085728
GaborNN7Layer,178,0.867420066,0.00229913,0.760333333,0.005162567,53.94094052,0.952840463,0.774704679,0.854588337,0.826568826,0.660326384,0.73415423,0.868112474,0.762161105
GaborNN7Layer,179,0.867557883,0.002363202,0.759666667,0.005197695,54.59563474,0.950001721,0.776184009,0.854341606,0.84557977,0.637913039,0.727211291,0.867793183,0.760444428
GaborNN7Layer,180,0.862527563,0.002412037,0.750333333,0.005552497,54.23820585,0.949852467,0.767506727,0.848999045,0.834748875,0.615245157,0.708382506,0.863479997,0.748375555
GaborNN7Layer,181,0.863216648,0.002390747,0.754,0.005407803,55.07211141,0.949455666,0.767492354,0.848831712,0.840613782,0.627684481,0.718709868,0.863316929,0.754795508
GaborNN7Layer,182,0.864457001,0.002365626,0.757333333,0.005409653,54.62663675,0.948210969,0.771394976,0.850712548,0.839951322,0.637730407,0.725003886,0.864808022,0.758731298
GaborNN7Layer,183,0.866179713,0.002334409,0.760333333,0.00541228,55.16835424,0.951349141,0.77251214,0.852654177,0.85111263,0.631929274,0.725324059,0.866503099,0.7605352
GaborNN7Layer,184,0.867075524,0.002357963,0.757666667,0.005323085,55.0943713,0.952947006,0.772819709,0.853482944,0.839842804,0.631353479,0.720825198,0.866836789,0.755588073
GaborNN7Layer,185,0.866593164,0.002382809,0.748333333,0.005667488,54.14291214,0.955210331,0.77133434,0.853480993,0.825238759,0.631136775,0.715253061,0.867587122,0.749541381
GaborNN7Layer,186,0.861011577,0.002379838,0.756333333,0.00542165,54.87256969,0.951850384,0.761859366,0.846323165,0.823113832,0.645693132,0.723687947,0.861276137,0.754526036
GaborNN7Layer,187,0.861838479,0.00241939,0.755,0.005526288,54.75914271,0.948998046,0.766110983,0.847803625,0.834775791,0.635052041,0.721344444,0.862338216,0.753426713
GaborNN7Layer,188,0.865077178,0.002366307,0.761333333,0.005421064,54.10062047,0.954087922,0.767748044,0.850834981,0.829061315,0.657544331,0.733408445,0.865538227,0.760730765
GaborNN7Layer,189,0.865146086,0.002362653,0.756,0.005222258,53.40327879,0.952624888,0.769607338,0.851391691,0.840875019,0.633982715,0.722917493,0.865647041,0.755942858
GaborNN7Layer,190,0.863009923,0.00237878,0.757333333,0.005334892,53.74777485,0.945235195,0.7693436,0.848267399,0.836383363,0.644920192,0.728278167,0.862979027,0.759231264
GaborNN7Layer,191,0.865008269,0.002354054,0.758666667,0.005418043,55.20736602,0.950272782,0.771814277,0.851796773,0.82700891,0.649836012,0.727794996,0.865986432,0.758455524
GaborNN7Layer,192,0.863216648,0.002445781,0.756,0.005245292,54.09055092,0.950586673,0.766444588,0.848641521,0.846568229,0.618920245,0.715062896,0.863805922,0.753569231
GaborNN7Layer,193,0.865146086,0.002382543,0.752666667,0.005327485,54.0405478,0.950202321,0.771033025,0.851292499,0.832202688,0.636792147,0.72150034,0.86532349,0.754175194
GaborNN7Layer,194,0.865008269,0.002383061,0.753333333,0.005443012,53.71494209,0.950767005,0.771268248,0.851662474,0.829490103,0.638294962,0.721439898,0.865469466,0.753355007
GaborNN7Layer,195,0.865077178,0.002381781,0.758333333,0.005279374,53.92074072,0.953414568,0.767538523,0.850438531,0.849193917,0.622628741,0.718473162,0.865021888,0.758009599
GaborNN7Layer,196,0.864732635,0.002375619,0.761333333,0.005291848,55.45690252,0.950723613,0.769901454,0.850811145,0.843224723,0.639263359,0.727213494,0.864991934,0.760883425
GaborNN7Layer,197,0.864388093,0.00237369,0.764666667,0.005289431,55.15454378,0.949648063,0.771125734,0.851126465,0.838931523,0.654044803,0.735040192,0.865514596,0.764674107
GaborNN7Layer,198,0.863423374,0.002391879,0.753666667,0.005334986,55.69550298,0.949930129,0.767867539,0.849250787,0.834476594,0.629270421,0.717489337,0.863878942,0.754293411
GaborNN7Layer,199,0.859633407,0.002417264,0.761666667,0.005392685,54.84527833,0.947051224,0.76376435,0.84558964,0.844270075,0.640923659,0.728676203,0.860934739,0.760817968
GaborNN7Layer,200,0.863216648,0.002372083,0.757333333,0.005481697,53.7516913,0.950807502,0.76541323,0.848096783,0.858561688,0.618590097,0.719083527,0.863166481,0.75675779
GaborNN7Layer,201,0.863974642,0.002384586,0.748,0.005495018,54.97175528,0.946564634,0.772427803,0.850676041,0.833903811,0.616830373,0.709126737,0.864606026,0.747284281
GaborNN7Layer,202,0.863009923,0.002408189,0.754,0.005463834,54.03699519,0.9459573,0.77173496,0.850010605,0.822976904,0.649195569,0.725829302,0.864229921,0.755021375
GaborNN7Layer,203,0.861080485,0.002389552,0.758333333,0.005440908,54.28071879,0.945059836,0.768659312,0.84778074,0.850730369,0.630722561,0.724389991,0.862067458,0.760381092
GaborNN7Layer,204,0.86266538,0.002386528,0.760666667,0.005361313,54.63434757,0.949820637,0.767698406,0.849103586,0.852646866,0.629870888,0.724520751,0.863854104,0.759650239
GaborNN7Layer,205,0.867006615,0.002341247,0.761333333,0.005287971,54.12534605,0.951160264,0.774198625,0.853604399,0.843864189,0.64360208,0.730252186,0.867408191,0.762178211
GaborNN7Layer,206,0.864663727,0.002326033,0.753,0.005647312,54.37662111,0.947245342,0.772391504,0.850928795,0.838074123,0.626822841,0.717216317,0.865278516,0.751108426
GaborNN7Layer,207,0.863216648,0.002371662,0.759,0.005386404,54.09619563,0.94693878,0.771756556,0.85041973,0.830621623,0.654677444,0.732228617,0.864544287,0.759525248
GaborNN7Layer,208,0.86176957,0.002390967,0.751,0.005493934,53.83483863,0.948634067,0.765880291,0.84751712,0.820375527,0.643305226,0.721129744,0.862347221,0.749443625
GaborNN7Layer,209,0.862872106,0.002403181,0.752,0.005386034,54.15345498,0.948958864,0.768020613,0.848955946,0.822798402,0.629926574,0.713559121,0.863081889,0.749091918
GaborNN7Layer,210,0.862320838,0.00239808,0.760333333,0.005403436,54.45319471,0.950615972,0.764570765,0.847503267,0.839705465,0.644896458,0.729519572,0.862639175,0.760239564
GaborNN7Layer,211,0.863699008,0.002391977,0.755,0.005444411,54.24166304,0.950856067,0.766817881,0.848977695,0.833575069,0.635568333,0.721228324,0.863636943,0.754567331
GaborNN7Layer,212,0.863354465,0.002409665,0.754666667,0.005315422,53.940193,0.950478526,0.768121371,0.849625174,0.836412304,0.628764711,0.717874407,0.863941018,0.752631497
GaborNN7Layer,213,0.866593164,0.002350809,0.765,0.005257963,54.8260563,0.951057565,0.773841525,0.853345962,0.855513084,0.638330119,0.731133987,0.866952009,0.765176233
GaborNN7Layer,214,0.864801544,0.002391861,0.757666667,0.005253852,55.22225644,0.949814889,0.770404736,0.850754029,0.841188088,0.635975961,0.724327678,0.865118942,0.757575889
GaborNN7Layer,215,0.863561191,0.002373098,0.763333333,0.005387736,56.12469208,0.949086579,0.768986445,0.84959685,0.860863569,0.628814268,0.726765588,0.863753424,0.762842579
GaborNN7Layer,216,0.866386439,0.002355323,0.759666667,0.005293889,56.73583162,0.95319762,0.771307644,0.852660326,0.852380851,0.629049397,0.723881075,0.866782206,0.759119228
GaborNN7Layer,217,0.866730981,0.002361044,0.752333333,0.005514872,56.10775863,0.953326903,0.772164548,0.85323545,0.830761471,0.632298946,0.718069598,0.86747559,0.751502732
GaborNN7Layer,218,0.863767916,0.002372398,0.751333333,0.005316588,56.26472116,0.952042965,0.766758562,0.849414064,0.843940687,0.618733095,0.713999307,0.863921868,0.752241413
GaborNN7Layer,219,0.865146086,0.002353557,0.760333333,0.005352711,56.96759834,0.949208954,0.771407851,0.851121803,0.852364343,0.629426128,0.724124495,0.865227014,0.758774677
GaborNN7Layer,220,0.86404355,0.002381687,0.740333333,0.005685243,56.24172956,0.951041487,0.769294785,0.850567727,0.814264348,0.62282404,0.705792928,0.865088131,0.740571523
GaborNN7Layer,221,0.863561191,0.002359918,0.755333333,0.005363388,56.40958705,0.945594008,0.773060504,0.850667049,0.842009494,0.627271092,0.718948062,0.864389213,0.754623312
GaborNN7Layer,222,0.867075524,0.002325699,0.750666667,0.005235506,54.73405239,0.950372927,0.774581265,0.853519551,0.829098521,0.633150787,0.717995732,0.867248939,0.751296762
GaborNN7Layer,223,0.865697354,0.002312464,0.760666667,0.005176904,56.76916608,0.949507347,0.773077165,0.852257109,0.844677165,0.643443694,0.730454374,0.865959972,0.762017082
GaborNN7Layer,224,0.864112459,0.002378396,0.76,0.005282641,56.05714736,0.949966726,0.770014017,0.85057661,0.830181379,0.655268652,0.73242697,0.864902259,0.759076617
GaborNN7Layer,225,0.865214994,0.002346035,0.752333333,0.005432211,57.05166298,0.949648917,0.772289707,0.851835337,0.836684603,0.631579531,0.719806276,0.865713561,0.75458806
GaborNN7Layer,226,0.869211687,0.00232528,0.760333333,0.005402354,56.06555439,0.953119585,0.77607879,0.85553619,0.831770583,0.648726104,0.728932789,0.869034253,0.759852375
GaborNN7Layer,227,0.863009923,0.002375386,0.756666667,0.005481967,56.76253028,0.949797982,0.767586092,0.849025832,0.854428421,0.622041457,0.719946825,0.863569813,0.75835759
GaborNN7Layer,228,0.864112459,0.002360201,0.759666667,0.005167799,57.02043015,0.951185772,0.770051433,0.85108777,0.843866049,0.640464169,0.728228748,0.865078312,0.761167959
GaborNN7Layer,229,0.863354465,0.002363132,0.744666667,0.005513254,56.27695231,0.947683068,0.768570631,0.848780544,0.84704352,0.599365185,0.701998535,0.863723631,0.744914898
GaborNN7Layer,230,0.862872106,0.002426719,0.754666667,0.005618195,56.38103583,0.948716864,0.769354424,0.849673144,0.824801654,0.647958548,0.725762798,0.86433136,0.754983844
GaborNN7Layer,231,0.868660419,0.002315575,0.759333333,0.005413909,56.78389143,0.952807337,0.776849088,0.855878081,0.835206783,0.645921381,0.728468922,0.869272159,0.760036487
GaborNN7Layer,232,0.866041896,0.002380099,0.757,0.005388889,56.33328043,0.952906629,0.771307921,0.852544054,0.842515607,0.635602204,0.724576584,0.866750689,0.757938409
GaborNN7Layer,233,0.867351158,0.002364662,0.751666667,0.005278374,55.66669845,0.953884506,0.772419824,0.853614614,0.839422829,0.629528989,0.719480378,0.868157234,0.754601796
GaborNN7Layer,234,0.871141125,0.002341273,0.75,0.005659568,56.00794595,0.954792299,0.780066835,0.858630874,0.832502727,0.618552573,0.709754761,0.871597066,0.74751705
GaborNN7Layer,235,0.866110805,0.002370678,0.755333333,0.005541469,55.60053504,0.95245631,0.771566307,0.852521528,0.827132201,0.642711491,0.723352249,0.866623405,0.754581433
GaborNN7Layer,236,0.86679989,0.002343414,0.754666667,0.005466895,56.01218225,0.951640142,0.77458864,0.854034704,0.826528927,0.647270197,0.725997909,0.867511249,0.75516686
GaborNN7Layer,237,0.862734289,0.002345292,0.752666667,0.00539817,56.46346093,0.949219805,0.768009564,0.8490536,0.832930998,0.631255923,0.718204238,0.863380131,0.752928921
GaborNN7Layer,238,0.866662073,0.002361762,0.753333333,0.005515372,54.40941541,0.951454263,0.772487122,0.852681154,0.844736531,0.621428551,0.716076798,0.866585502,0.754090729
GaborNN7Layer,239,0.865904079,0.002399161,0.75,0.005326448,54.51601258,0.952574923,0.770609624,0.851984664,0.813751814,0.646519364,0.720559733,0.865762619,0.749347224
GaborNN7Layer,240,0.861700662,0.002363693,0.755333333,0.00542586,55.5219269,0.946756621,0.768379328,0.848292191,0.832025195,0.641364409,0.724358779,0.862731418,0.757292316
GaborNN7Layer,241,0.864870452,0.002367197,0.751666667,0.00573174,54.3548231,0.952139103,0.76953426,0.851152926,0.819668523,0.641232553,0.719553361,0.865637936,0.750375791
GaborNN7Layer,242,0.861838479,0.002355129,0.756,0.005514883,55.61922498,0.945794996,0.767773738,0.847537125,0.837590122,0.630603687,0.719506397,0.862328822,0.7550313
GaborNN7Layer,243,0.865352811,0.002371886,0.760333333,0.005335417,55.80934138,0.953052455,0.77030084,0.851986773,0.837441078,0.64237334,0.727050387,0.866271015,0.759356768
GaborNN7Layer,244,0.862251929,0.002389251,0.755,0.005360311,56.82631064,0.949609681,0.766464736,0.848264302,0.83956473,0.631260229,0.720661994,0.863175237,0.752888266
GaborNN7Layer,245,0.866524256,0.002356666,0.755333333,0.005821592,55.87539489,0.945865862,0.777939902,0.853723559,0.831148835,0.641471666,0.724094806,0.86641172,0.755777747
GaborNN7Layer,246,0.866937707,0.002359399,0.754,0.005487875,55.98059995,0.957830486,0.768743012,0.852932694,0.832694001,0.634869786,0.72044877,0.867438471,0.753216352
GaborNN7Layer,247,0.862183021,0.002397948,0.753333333,0.005442688,55.74126495,0.95050369,0.764238297,0.847254371,0.832474593,0.63655498,0.721450211,0.862582614,0.752931067
GaborNN7Layer,248,0.864870452,0.002400756,0.749333333,0.005389042,55.73415135,0.950216873,0.770304397,0.850854039,0.829387054,0.627754631,0.714620369,0.865421637,0.749689047
GaborNN7Layer,249,0.862458655,0.002385303,0.753,0.005509441,55.46751737,0.948021397,0.768660026,0.848970743,0.829165066,0.638449997,0.721415918,0.863122543,0.752980061
GaborNN7Layer,250,0.862320838,0.002405461,0.760333333,0.005526238,55.90509392,0.954973728,0.76169254,0.847452272,0.834226407,0.644902516,0.727448027,0.863177766,0.759305739
GaborNN7Layer,251,0.865077178,0.002395463,0.749333333,0.005587764,55.20773311,0.949937254,0.771960615,0.851751036,0.828411525,0.631724395,0.716820622,0.865446444,0.750555506
GaborNN7Layer,252,0.868522602,0.002351963,0.752333333,0.005398529,55.91296167,0.954428401,0.774912191,0.855352852,0.83272025,0.626882744,0.715287592,0.869282076,0.752291546
GaborNN7Layer,253,0.862458655,0.002395163,0.756333333,0.005377686,56.68257162,0.951946494,0.764726746,0.848127562,0.841482246,0.635972939,0.724434748,0.863201635,0.756077768
GaborNN7Layer,254,0.863767916,0.002411183,0.747666667,0.005591992,54.76574449,0.94983174,0.768838192,0.849804729,0.827932553,0.628147361,0.714333936,0.86459716,0.748103456
GaborNN7Layer,255,0.868109151,0.00237786,0.764,0.005172725,57.31289477,0.952722656,0.775119461,0.854793229,0.847691703,0.64588695,0.73315591,0.868715352,0.764846337
GaborNN7Layer,256,0.865283903,0.00235697,0.753,0.005404191,55.25047459,0.950338261,0.771631892,0.851711987,0.833229971,0.635247355,0.720892486,0.865787509,0.753814014
GaborNN7Layer,257,0.863216648,0.002403609,0.750333333,0.005248074,55.09933782,0.950098133,0.767227913,0.848926515,0.835061385,0.625500983,0.715247399,0.863997489,0.75077212
GaborNN7Layer,258,0.864457001,0.002353403,0.758666667,0.005325629,56.78104103,0.955269065,0.765473463,0.849904163,0.858793706,0.619351455,0.719679157,0.864918041,0.758406991
GaborNN7Layer,259,0.862596472,0.002416844,0.754,0.005348904,56.1172579,0.948935504,0.767949623,0.848903227,0.842056147,0.628449554,0.719738536,0.863359349,0.75492838
GaborNN7Layer,260,0.868040243,0.0023526,0.759,0.005185974,55.37339199,0.949686458,0.776730441,0.854544904,0.849301714,0.632773556,0.725220475,0.868335515,0.760536202
